id,id_prod_studio,id_artiste,id_oeuvre,date_signature,cout
179,1,212,20,2015-02-11,4987374
180,1,155,20,2015-02-13,975437
181,1,150,20,2015-02-13,942394
182,7,131,21,2010-01-24,2703482
183,7,200,21,2010-01-26,4515189
184,7,240,21,2010-01-10,1110672
185,7,143,21,2010-01-11,3433848
186,7,237,21,2010-01-08,3750955
187,7,86,21,2010-01-08,3075438
188,7,208,21,2010-01-14,3446961
189,8,222,22,2008-01-17,4348380
190,8,213,22,2008-01-08,4902228
191,8,220,22,2008-02-14,2307015
192,7,230,23,2021-02-08,2318365
193,7,229,23,2021-01-07,4585355
194,7,186,23,2021-01-15,2607681
195,7,124,23,2021-01-10,4336363
196,7,205,23,2021-01-11,3815672
197,7,185,23,2021-01-19,4917529
198,7,189,23,2021-01-10,3953878
199,7,221,23,2021-01-21,2987103
200,7,170,23,2021-01-09,2820999
201,7,152,23,2021-02-10,71737
202,4,232,24,2016-01-22,1051885
203,4,210,24,2016-01-30,750092
204,4,148,24,2016-01-14,4667042
205,3,39,25,1972-01-14,2336843
206,3,52,25,1972-02-10,2456390
207,3,2,25,1972-01-17,2813891
208,3,9,25,1972-02-10,4827903
209,3,34,25,1972-01-08,2761261
210,3,12,25,1972-02-18,1284313
211,3,72,25,1972-02-03,1859944
212,3,17,25,1972-02-06,2443076
213,3,115,25,1972-01-22,648072
214,3,14,25,1972-01-27,286904
215,2,62,26,2017-01-28,780450
216,2,239,26,2017-01-21,4398941
217,2,150,26,2017-01-16,4713681
218,2,122,26,2017-02-18,1848847
219,2,131,26,2017-01-26,243604
220,2,228,26,2017-02-17,2045359
221,2,210,26,2017-01-11,2358038
222,2,121,26,2017-01-09,858426
223,2,172,26,2017-01-15,966433
224,2,143,26,2017-02-17,474258
225,2,102,26,2017-01-19,258261
226,2,106,26,2017-02-18,290163
227,1,220,27,2019-02-04,685561
228,1,188,27,2019-02-07,1822316
229,1,171,27,2019-02-13,2675135
230,1,123,27,2019-01-28,1436005
231,1,153,27,2019-01-27,893263
232,1,131,27,2019-01-22,1219743
233,1,137,27,2019-01-12,4972408
234,1,206,27,2019-02-18,1287707
235,1,142,27,2019-02-09,4923178
236,7,168,28,2018-02-01,546860
237,7,232,28,2018-01-29,3035050
238,7,187,28,2018-01-07,4393988
239,3,160,29,2017-02-06,1376036
240,3,152,29,2017-01-21,3025690
241,3,105,29,2017-01-18,1729571
242,3,117,29,2017-01-19,3135359
243,3,102,29,2017-01-29,3135537
244,3,190,29,2017-02-10,4475195
245,3,122,29,2017-02-17,303529
246,7,234,30,2018-02-17,1864740
247,7,176,30,2018-02-10,2849986
248,7,229,30,2018-02-16,2911602
249,7,240,30,2018-01-28,2846882
250,7,169,30,2018-01-24,3912902
251,7,189,30,2018-02-03,2045663
252,7,218,30,2018-01-09,4354726
253,7,158,30,2018-01-07,1961779
254,7,223,30,2018-01-24,224702
255,7,236,30,2018-01-18,899240
256,5,131,31,2019-01-25,1137266
257,5,181,31,2019-01-28,2224945
258,5,190,31,2019-01-08,2990359
259,5,187,31,2019-01-18,904684
260,5,228,31,2019-01-21,4782848
261,5,210,31,2019-02-15,2221803
262,5,104,31,2019-01-07,2435136
263,5,112,31,2019-01-07,4840980
264,5,136,31,2019-01-12,1119087
265,5,130,31,2019-02-11,4758383
266,5,164,31,2019-01-12,3174102
267,5,156,31,2019-01-13,463014
268,5,108,31,2019-01-09,3172683
269,5,125,31,2019-01-06,564625
270,5,172,31,2019-01-08,4902100
271,7,231,32,2020-02-14,1134539
272,7,149,32,2020-01-30,2375202
273,7,187,32,2020-01-24,3661916
274,7,229,32,2020-02-12,3570668
275,7,165,32,2020-01-12,2967023
276,7,163,32,2020-01-20,2498973
277,7,188,32,2020-02-17,4346202
278,7,176,32,2020-01-16,4848130
279,7,140,32,2020-02-01,2812354
280,7,106,32,2020-01-28,2292168
281,7,104,32,2020-02-09,2056895
282,7,221,32,2020-02-04,1840126
283,7,206,32,2020-01-16,3144577
284,7,117,32,2020-02-08,783593
285,7,127,32,2020-02-20,3425683
286,4,110,33,2004-01-26,4942772
287,4,161,33,2004-02-14,2195060
288,4,58,33,2004-01-08,2043854
289,4,165,33,2004-01-16,3885042
290,4,101,33,2004-02-11,4551222
291,4,74,33,2004-01-09,1313150
292,4,97,33,2004-02-15,268773
293,4,189,33,2004-01-09,3736548
294,4,38,33,2004-01-25,2830127
295,4,31,33,2004-02-09,2488334
296,4,67,33,2004-02-10,1283982
297,4,126,33,2004-01-26,1818947
298,4,152,33,2004-02-05,1703446
299,4,108,33,2004-01-22,4953828
300,2,94,34,2013-01-06,2506259
301,2,110,34,2013-01-18,19469
302,2,225,34,2013-02-05,1260269
303,2,153,34,2013-01-10,4320362
304,2,101,34,2013-02-01,4596786
305,2,109,34,2013-01-19,2654251
306,2,156,34,2013-02-14,339927
307,2,182,34,2013-01-27,2945465
308,2,191,34,2013-01-28,2677529
309,2,136,34,2013-01-07,4117083
310,2,179,34,2013-01-08,4920120
311,2,186,34,2013-01-29,165568
312,2,91,34,2013-02-07,105572
313,1,99,35,2014-01-30,4508646
314,1,103,35,2014-01-10,3862111
315,1,211,35,2014-02-05,493055
316,1,97,35,2014-02-11,4444416
317,1,161,35,2014-01-17,1626378
318,1,189,35,2014-02-16,557852
319,1,183,35,2014-01-22,2109966
320,1,92,35,2014-02-02,2682076
321,1,232,35,2014-01-13,3043613
322,6,224,36,2016-01-30,3333291
323,6,104,36,2016-02-09,1900044
324,6,107,36,2016-02-17,1369641
325,6,181,36,2016-01-08,2843345
326,6,105,36,2016-01-26,3612258
327,6,73,37,2016-02-03,2268310
328,6,120,37,2016-02-02,3188991
329,6,72,37,2016-01-06,62446
330,6,163,37,2016-02-15,2170291
331,6,155,37,2016-01-12,3732191
332,6,204,37,2016-01-25,723697
333,6,210,37,2016-01-21,4514
334,6,127,37,2016-02-01,2351378
335,6,153,37,2016-01-08,3787582
336,6,97,37,2016-02-08,3700739
337,6,101,37,2016-02-11,4271451
338,4,174,38,2017-01-20,4328860
339,4,240,38,2017-01-21,29376
340,4,175,38,2017-01-30,2212324
341,4,68,38,2017-01-20,1660341
342,4,226,38,2017-02-03,3793907
343,4,133,38,2017-02-10,342510
344,5,129,39,2016-02-01,2767434
345,5,174,39,2016-01-18,797377
346,5,110,39,2016-01-22,2043506
347,5,134,39,2016-01-14,4409024
348,5,145,39,2016-02-06,676096
349,5,105,39,2016-01-26,1145124
350,5,65,39,2016-01-30,3617640
351,5,208,39,2016-01-15,2772743
352,5,117,39,2016-01-11,1115160
353,5,126,39,2016-01-15,4536485
354,5,99,39,2016-01-18,957844
355,5,197,39,2016-01-20,1438724
356,5,160,39,2016-01-09,1645319
357,5,204,39,2016-01-27,3598058
358,5,102,39,2016-02-08,1176558
359,4,67,40,2004-02-11,4034090
360,4,106,40,2004-02-12,2749789
361,4,132,40,2004-01-22,1495302
362,4,129,40,2004-02-06,443259
363,4,42,40,2004-01-26,1019164
364,4,182,40,2004-02-14,1561076
365,4,184,40,2004-01-18,871824
366,4,97,40,2004-02-09,118667
367,4,199,40,2004-02-06,4744705
368,4,98,40,2004-01-19,3280000
369,4,191,40,2004-02-04,2220033
370,4,147,40,2004-01-31,207212
371,5,93,41,2021-02-18,564892
372,5,160,41,2021-01-22,3939940
373,5,117,41,2021-01-11,3458770
374,5,125,41,2021-02-05,2321975
375,5,161,41,2021-01-06,4592219
376,5,120,42,2006-02-03,2047820
377,5,153,42,2006-02-14,2773266
378,5,71,42,2006-02-17,1064056
379,5,192,42,2006-01-31,3066697
380,5,156,42,2006-01-10,270676
381,5,146,42,2006-01-23,638651
382,5,107,42,2006-02-10,298066
383,5,62,42,2006-01-07,2304025
384,5,132,42,2006-02-05,1373141
385,5,86,42,2006-01-23,3842425
386,5,160,42,2006-02-08,4229684
387,5,162,42,2006-02-13,4857455
388,5,159,42,2006-01-11,3201237
389,1,203,43,2019-02-14,1287571
390,1,224,43,2019-01-06,1578259
391,1,131,43,2019-02-01,765356
392,1,135,43,2019-01-17,1153082
393,1,124,43,2019-02-06,1882433
394,1,179,43,2019-02-07,2671269
395,1,227,43,2019-01-07,935136
396,1,217,43,2019-01-29,986330
397,1,219,43,2019-02-15,2813408
398,4,63,44,2016-01-18,1183735
399,4,213,44,2016-01-14,1139172
400,4,94,44,2016-01-29,4420551
401,4,217,44,2016-01-24,1870955
402,4,73,44,2016-01-22,1161646
403,4,238,44,2016-01-22,4139978
404,4,222,44,2016-01-23,1419552
405,4,90,44,2016-01-11,1854748
406,4,134,44,2016-01-23,3306328
407,4,170,44,2016-01-27,3421764
408,4,102,44,2016-01-28,2314902
409,4,199,44,2016-02-13,58748
410,4,87,44,2016-01-11,4999027
411,4,169,44,2016-01-09,2545653
412,4,235,44,2016-01-28,3559339
413,1,86,45,2013-02-04,1887560
414,1,204,45,2013-02-12,2323933
415,1,124,45,2013-02-16,4026348
416,3,217,46,2017-02-08,4679049
417,3,230,46,2017-01-07,2165767
418,3,197,46,2017-01-19,1004664
419,3,129,46,2017-02-07,3674571
420,3,143,46,2017-01-11,1562379
421,3,153,46,2017-02-07,245513
422,3,229,46,2017-01-12,567266
423,3,147,46,2017-02-15,2315149
424,3,192,46,2017-01-27,4726454
425,3,108,46,2017-02-19,4485050
426,3,94,46,2017-01-23,1021148
427,3,64,46,2017-01-12,57576
428,7,188,47,2016-01-31,4329435
429,7,96,47,2016-01-26,614648
430,7,126,47,2016-02-19,3991438
431,7,105,47,2016-02-02,45860
432,7,191,47,2016-01-19,3089432
433,7,117,47,2016-01-10,3245261
434,7,238,47,2016-02-14,4190404
435,7,170,47,2016-02-04,3987560
436,7,199,47,2016-01-22,1311110
437,7,63,47,2016-01-06,3974103
438,7,132,47,2016-01-16,4497757
439,7,94,47,2016-02-02,2330432
440,7,176,47,2016-02-18,477960
441,7,165,47,2016-02-19,4658036
442,5,194,48,2017-02-15,2142040
443,5,210,48,2017-01-28,2366654
444,5,132,48,2017-02-02,4097037
445,5,193,48,2017-01-22,4364850
446,5,122,48,2017-01-16,507318
447,5,109,48,2017-01-17,4872200
448,5,208,48,2017-02-04,3156782
449,5,153,48,2017-01-21,4211102
450,5,239,48,2017-02-02,299446
451,5,191,48,2017-01-06,2851584
452,5,112,48,2017-02-16,4112742
453,5,68,48,2017-01-29,3753804
454,5,227,48,2017-02-12,1049469
455,5,96,48,2017-02-02,996460
456,3,64,49,2014-01-10,2795402
457,3,104,49,2014-01-09,487723
458,3,111,49,2014-01-06,2051724
459,3,92,49,2014-01-07,3997123
460,3,119,49,2014-01-31,732690
461,3,194,49,2014-01-14,1415763
462,3,203,49,2014-01-12,1848024
463,3,218,49,2014-01-15,2535991
464,3,201,49,2014-01-06,90727
465,3,238,49,2014-01-27,610908
466,3,207,49,2014-01-23,1856059
467,2,139,50,2019-02-17,746281
468,2,204,50,2019-02-02,4056828
469,2,140,50,2019-02-11,1504815
470,2,109,50,2019-01-15,2726987
471,2,157,50,2019-01-22,4251309
472,2,168,50,2019-02-17,2241533
473,2,107,50,2019-01-13,1564571
474,2,91,50,2019-02-07,2230389
475,2,132,50,2019-01-14,494494
476,2,230,50,2019-01-25,2638160
477,2,240,50,2019-02-20,2849657
478,2,213,50,2019-02-08,3854548
479,2,134,50,2019-01-11,3971434
480,5,102,51,2019-02-16,4183036
481,5,182,51,2019-02-05,4696553
482,5,118,51,2019-01-25,2792564
483,5,203,51,2019-02-13,4656293
484,5,189,51,2019-01-17,46596
485,5,230,51,2019-01-23,2576455
486,5,226,51,2019-02-10,3397052
487,5,107,51,2019-01-27,3479196
488,5,137,51,2019-01-20,900349
489,4,93,52,2014-02-04,1049162
490,4,215,52,2014-02-07,2052298
491,4,97,52,2014-01-28,1840133
492,4,222,52,2014-01-08,1378237
493,4,166,52,2014-01-27,145446
494,7,177,53,2017-01-19,256853
495,7,107,53,2017-02-14,1269762
496,7,75,53,2017-01-13,2524340
497,7,100,53,2017-02-09,1011768
498,7,200,53,2017-02-15,2544890
499,7,221,53,2017-02-15,4520679
500,7,153,53,2017-02-19,428148
501,7,207,53,2017-02-20,2329724
502,7,224,53,2017-02-14,364237
503,7,154,53,2017-01-21,3305762
504,7,179,53,2017-01-12,2246670
505,7,103,53,2017-01-26,3813191
506,7,161,53,2017-01-17,194538
507,3,174,54,2016-02-20,660465
508,3,65,54,2016-01-11,2371337
509,3,145,54,2016-01-14,3892669
510,3,130,54,2016-01-11,2846208
511,3,119,54,2016-01-29,4075590
512,3,191,54,2016-02-18,3725430
513,3,204,54,2016-01-23,4230509
514,3,201,54,2016-01-07,3406009
515,3,211,54,2016-02-19,2977995
516,3,94,54,2016-01-21,341832
517,3,109,55,2017-01-14,1837986
518,3,225,55,2017-02-05,1612136
519,3,218,55,2017-01-30,3121515
520,3,143,55,2017-02-11,4582512
521,3,189,55,2017-01-16,4496774
522,3,147,55,2017-01-30,2516258
523,3,198,55,2017-02-10,4352277
524,3,107,55,2017-02-13,243311
525,3,212,55,2017-01-16,2236072
526,3,101,55,2017-01-11,443060
527,3,110,55,2017-01-31,3101718
528,3,142,55,2017-01-27,4611235
529,3,99,55,2017-02-05,898117
530,3,135,55,2017-02-13,1764727
531,2,62,56,2016-02-10,2874403
532,2,131,56,2016-01-24,1639773
533,2,238,56,2016-02-18,4244211
534,2,105,56,2016-02-13,1798866
535,2,230,56,2016-02-12,2152056
536,2,222,56,2016-02-02,958587
537,2,231,56,2016-01-26,3169404
538,8,77,57,2011-02-19,1204023
539,8,170,57,2011-02-08,4158750
540,8,188,57,2011-01-26,1922345
541,8,193,57,2011-01-19,1959784
542,8,196,57,2011-01-17,422924
543,8,159,57,2011-01-30,430901
544,8,96,57,2011-02-10,4177140
545,8,113,57,2011-01-19,3365041
546,8,71,57,2011-01-21,4741030
547,8,147,57,2011-02-15,3915680
548,8,163,57,2011-02-05,4118853
549,8,124,57,2011-01-22,4327999
550,6,114,58,2018-01-30,830859
551,6,148,58,2018-02-16,4511264
552,6,109,58,2018-02-07,2020236
553,5,93,59,2013-01-10,2174681
554,5,73,59,2013-02-20,34041
555,5,130,59,2013-01-20,341024
556,5,64,59,2013-01-12,2924768
557,5,62,59,2013-01-15,3088960
558,5,92,59,2013-01-11,1008167
559,5,172,59,2013-02-13,4523102
560,5,75,59,2013-01-14,111591
561,5,84,59,2013-01-15,767473
562,5,204,59,2013-02-19,2150070
563,5,63,59,2013-01-15,606860
564,5,198,59,2013-01-21,2389517
565,5,148,59,2013-01-15,2947224
566,5,135,59,2013-01-30,76969
567,2,170,60,2020-01-08,1756304
568,2,168,60,2020-01-16,4606044
569,2,166,60,2020-01-12,573856
570,2,172,60,2020-01-07,1693779
571,2,167,60,2020-02-19,985596
572,2,112,60,2020-01-16,1025602
573,2,127,60,2020-02-10,767059
574,2,205,60,2020-01-27,1801361
575,2,239,60,2020-02-19,2676892
576,2,231,60,2020-01-06,4183195
577,2,204,60,2020-02-02,1173757
578,2,177,60,2020-02-11,4662609
579,2,141,60,2020-02-20,898573
580,2,236,60,2020-01-20,1450902
581,7,114,61,2021-02-09,1360530
582,7,192,61,2021-01-25,4989561
583,7,95,61,2021-01-25,4249539
584,7,220,61,2021-01-31,3227755
585,7,131,61,2021-02-16,264109
586,7,154,61,2021-02-08,1437789
587,7,213,61,2021-02-06,4117794
588,7,200,61,2021-01-26,469941
589,7,157,61,2021-02-18,4044526
590,7,130,61,2021-01-27,3318515
591,7,153,61,2021-02-05,2865111
592,7,136,61,2021-01-21,1254938
593,7,146,61,2021-02-16,4725488
594,7,201,61,2021-02-13,2759891
595,7,203,61,2021-01-19,3194922
596,2,106,62,2002-01-21,1076370
597,2,35,62,2002-01-16,1856497
598,2,32,62,2002-01-25,4336689
599,2,135,62,2002-01-12,804491
600,2,122,62,2002-01-25,4677907
601,2,55,62,2002-02-09,1243896
602,2,114,62,2002-01-18,3996601
603,2,82,62,2002-01-21,798932
604,2,137,62,2002-01-31,2324325
605,2,147,62,2002-02-18,4708284
606,2,63,62,2002-01-28,2623659
607,2,188,62,2002-01-26,270307
608,6,192,63,2016-02-11,1248931
609,6,64,63,2016-01-22,1310202
610,6,219,63,2016-02-07,725105
611,6,148,63,2016-02-15,1187256
612,6,206,63,2016-01-09,3249397
613,6,92,63,2016-01-21,1622049
614,6,168,63,2016-01-27,3377107
615,6,211,63,2016-02-13,365192
616,6,222,63,2016-02-20,1884420
617,6,218,63,2016-02-19,1256122
618,6,176,63,2016-01-10,3106156
619,6,186,63,2016-02-16,3197182
620,6,138,63,2016-02-02,1396425
621,6,164,63,2016-01-15,1364835
622,2,205,64,2012-01-28,738199
623,2,62,64,2012-01-23,2313005
624,2,231,64,2012-01-18,4293433
625,2,130,64,2012-01-16,352055
626,2,85,64,2012-02-11,2677551
627,2,143,64,2012-02-09,40864
628,2,104,64,2012-01-10,1117206
629,2,188,64,2012-01-13,473537
630,5,171,65,2014-02-19,3581220
631,5,102,65,2014-02-18,3278765
632,5,195,65,2014-02-19,413548
633,5,211,65,2014-01-22,3922466
634,5,191,65,2014-01-10,3374589
635,5,146,65,2014-02-09,843457
636,5,106,65,2014-01-24,3638821
637,5,192,65,2014-02-05,1604151
638,5,104,65,2014-01-29,2096265
639,7,180,66,2014-01-23,1137332
640,7,93,66,2014-02-02,554291
641,7,68,66,2014-02-20,3798446
642,7,205,66,2014-02-09,2533969
643,7,206,66,2014-01-10,545331
644,7,160,66,2014-01-16,744577
645,7,91,66,2014-02-04,3560059
646,2,170,67,2019-02-15,2451245
647,2,127,67,2019-02-09,1433362
648,2,204,67,2019-02-10,447366
649,2,187,67,2019-02-08,483592
650,2,169,67,2019-01-26,260805
651,2,185,67,2019-02-13,4152936
652,2,190,67,2019-02-12,4112005
653,2,125,67,2019-02-13,1327336
654,2,229,67,2019-01-12,2036918
655,2,224,67,2019-02-13,3525584
656,2,132,67,2019-01-10,3758930
657,2,159,68,2017-01-27,3975308
658,2,174,68,2017-02-19,1185620
659,2,124,68,2017-01-25,1293445
660,2,215,68,2017-01-07,1016548
661,2,63,68,2017-02-14,4357094
662,2,169,68,2017-01-10,15123
663,2,65,68,2017-01-27,180080
664,2,208,68,2017-02-14,560273
665,2,68,68,2017-01-25,1786883
666,2,129,68,2017-01-15,2430902
667,2,233,68,2017-02-20,1943370
668,2,231,68,2017-01-20,2016967
669,2,202,68,2017-01-19,2538129
670,3,215,69,2019-01-28,1421953
671,3,91,69,2019-01-22,1147850
672,3,189,69,2019-01-22,4262816
673,3,138,69,2019-01-30,4233677
674,3,118,69,2019-02-07,116571
675,3,163,69,2019-01-21,3420770
676,3,160,69,2019-01-30,3153658
677,3,199,69,2019-01-26,3480377
678,3,207,69,2019-01-06,2926811
679,1,116,70,2009-02-08,4918116
680,1,182,70,2009-02-04,3409294
681,1,87,70,2009-01-30,1645811
682,1,95,70,2009-01-17,3106938
683,1,213,70,2009-02-12,4209032
684,1,102,70,2009-02-12,2934483
685,6,194,71,2018-01-14,4507021
686,6,216,71,2018-02-05,2119638
687,6,115,71,2018-01-08,1716003
688,6,161,71,2018-01-26,2422808
689,6,113,71,2018-01-11,1558845
690,6,154,71,2018-01-06,2595860
691,6,116,71,2018-02-11,3831629
692,6,102,72,2020-01-27,2600751
693,6,220,72,2020-02-15,4985032
694,6,231,72,2020-02-13,1122181
695,6,156,72,2020-02-17,2708630
696,6,169,72,2020-01-13,4076139
697,6,94,72,2020-01-20,4336237
698,6,110,72,2020-02-17,2759960
699,6,127,72,2020-02-20,1131846
700,6,211,72,2020-02-20,3247418
701,7,164,73,2018-02-05,2258432
702,7,117,73,2018-01-09,4784830
703,7,110,73,2018-01-15,1870311
704,7,154,73,2018-01-25,230627
705,7,184,73,2018-02-08,4400538
706,7,158,73,2018-01-29,596158
707,7,236,73,2018-01-06,2393254
708,7,167,73,2018-02-07,1899752
709,7,130,73,2018-01-13,3558509
710,7,165,73,2018-01-13,2467609
711,7,202,73,2018-02-01,4066040
712,7,185,73,2018-01-21,3950259
713,2,197,74,2020-02-20,1274164
714,2,237,74,2020-01-12,4852087
715,2,166,74,2020-01-26,4221690
716,2,189,74,2020-01-23,69285
717,2,156,74,2020-02-12,452327
718,2,123,74,2020-01-13,4198604
719,2,224,74,2020-02-16,844706
720,2,169,74,2020-02-17,4734274
721,2,133,74,2020-01-09,878835
722,2,184,74,2020-02-17,1056028
723,2,225,74,2020-02-01,4815800
724,2,185,74,2020-01-31,2973305
725,2,226,74,2020-01-07,3263299
726,2,180,74,2020-01-10,2436625
727,6,89,75,2014-01-21,1035226
728,6,189,75,2014-01-14,983912
729,6,125,75,2014-01-09,2412378
730,6,215,75,2014-01-14,4110086
731,6,63,75,2014-01-14,3205540
732,6,169,75,2014-02-19,1792010
733,6,226,75,2014-01-13,3958476
734,6,171,75,2014-01-24,2047740
735,6,135,75,2014-01-28,4487910
736,6,221,75,2014-02-06,4330790
737,6,92,75,2014-02-12,222082
738,6,232,75,2014-01-15,4387735
739,6,127,75,2014-01-19,103117
740,4,184,76,2019-01-19,3367191
741,4,146,76,2019-02-05,2791693
